instrument_token,last_trade_time,last_price,oi_day_high,oi_day_low,volume
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:39,763.1,0,0,4629456
779521,2024-04-03 12:09:42,763.25,0,0,4629478
779521,2024-04-03 12:09:42,763.25,0,0,4629478
779521,2024-04-03 12:09:42,763.25,0,0,4629478
779521,2024-04-03 12:09:42,763.25,0,0,4629478
779521,2024-04-03 12:09:42,763.25,0,0,4629478
779521,2024-04-03 12:09:42,763.25,0,0,4629478
779521,2024-04-03 12:09:42,763.25,0,0,4629478
779521,2024-04-03 12:09:42,763.25,0,0,4629478
779521,2024-04-03 12:09:42,763.15,0,0,4629479
779521,2024-04-03 12:09:42,763.15,0,0,4629479
779521,2024-04-03 12:09:42,763.15,0,0,4629479
779521,2024-04-03 12:09:42,763.15,0,0,4629479
779521,2024-04-03 12:09:42,763.15,0,0,4629479
779521,2024-04-03 12:10:25,763.4,0,0,4637885
